timestamp,irradiance,cloud_cover,temperature,humidity,wind_speed,pressure,hour,kwh
2020-03-01 21:00:00,0.0,46.0,9.1,81.2,3.02,1010.9,21,0.0
2020-03-01 22:00:00,0.0,54.7,8.2,71.2,2.21,1020.7,22,0.0
2020-03-01 23:00:00,0.0,50.6,4.8,77.4,3.1,1007.3,23,0.0
2020-03-02 00:00:00,0.0,49.1,3.8,85.1,2.03,1008.4,0,0.0
2020-03-02 01:00:00,0.0,48.4,7.7,68.1,1.34,1016.8,1,0.0
2020-03-02 02:00:00,0.0,53.3,3.7,83.4,3.82,1011.3,2,0.0
2020-03-02 03:00:00,0.0,49.9,3.7,78.5,2.53,1008.3,3,0.0
2020-03-02 04:00:00,0.0,52.1,5.7,81.7,2.16,1019.1,4,0.0
2020-03-02 05:00:00,0.0,55.6,6.4,74.9,1.91,1014.8,5,0.0
2020-03-02 06:00:00,0.0,65.5,6.3,82.6,3.42,1011.5,6,0.0
2020-03-02 07:00:00,59.79,61.8,8.4,78.1,4.87,1008.4,7,0.012
2020-03-02 08:00:00,126.12,58.3,12.0,80.7,3.1,1021.2,8,0.0252
2020-03-02 09:00:00,199.33,53.4,10.2,75.8,3.28,1012.9,9,0.0399
2020-03-02 10:00:00,240.25,54.1,10.5,71.6,4.57,1018.6,10,0.048
2020-03-02 11:00:00,291.61,50.1,15.1,68.7,1.69,1016.6,11,0.0583
2020-03-02 12:00:00,294.82,51.2,15.2,63.1,5.47,1010.9,12,0.059
2020-03-02 13:00:00,292.44,49.9,14.0,73.2,5.94,1010.9,13,0.0585
2020-03-02 14:00:00,262.42,49.9,12.7,75.7,0.79,1018.8,14,0.0525
2020-03-02 15:00:00,213.67,50.0,13.8,83.8,3.4,1018.9,15,0.0427
2020-03-02 16:00:00,155.75,48.5,14.4,67.7,2.78,1005.5,16,0.0311
2020-03-02 17:00:00,76.51,51.1,15.4,68.2,3.24,1015.2,17,0.0153
2020-03-02 18:00:00,0.0,51.8,11.1,71.9,2.58,1012.5,18,0.0
2020-03-02 19:00:00,0.0,56.0,11.3,75.6,3.81,1008.9,19,0.0
2020-03-02 20:00:00,0.0,53.9,11.1,76.6,2.89,1014.0,20,0.0
2020-03-02 21:00:00,0.0,51.8,5.2,81.5,2.09,1007.6,21,0.0
2020-03-02 22:00:00,0.0,53.1,9.2,82.5,2.83,1011.1,22,0.0
2020-03-02 23:00:00,0.0,56.7,4.8,79.2,3.51,1009.8,23,0.0
2020-03-03 00:00:00,0.0,58.4,6.4,85.3,1.82,1011.0,0,0.0
2020-03-03 01:00:00,0.0,58.2,5.8,83.8,1.35,1012.7,1,0.0
2020-03-03 02:00:00,0.0,58.5,6.8,79.8,4.99,1008.9,2,0.0
2020-03-03 03:00:00,0.0,57.6,6.2,79.0,2.36,1019.3,3,0.0
2020-03-03 04:00:00,0.0,50.8,2.3,95.0,2.86,1015.0,4,0.0
2020-03-03 05:00:00,0.0,46.8,5.5,77.3,2.6,1020.2,5,0.0
2020-03-03 06:00:00,0.0,44.7,7.9,80.0,3.55,1012.4,6,0.0
2020-03-03 07:00:00,92.99,41.0,8.6,73.9,5.27,1010.8,7,0.0186
2020-03-03 08:00:00,190.69,37.4,10.9,83.8,4.08,1020.0,8,0.0381
2020-03-03 09:00:00,218.84,49.2,12.7,77.2,1.98,1010.7,9,0.0438
2020-03-03 10:00:00,279.54,47.0,13.6,68.3,2.12,1012.3,10,0.0559
2020-03-03 11:00:00,277.95,52.7,13.4,74.5,3.1,1015.9,11,0.0556
2020-03-03 12:00:00,313.18,48.6,11.8,75.2,3.23,1008.0,12,0.0626
2020-03-03 13:00:00,303.91,48.3,14.4,68.2,1.78,1015.8,13,0.0608
2020-03-03 14:00:00,300.57,43.0,15.8,72.8,4.32,1015.3,14,0.0601
2020-03-03 15:00:00,220.41,48.8,13.4,73.9,2.41,1018.1,15,0.0441
2020-03-03 16:00:00,158.99,47.8,15.5,70.5,4.99,1016.6,16,0.0318
2020-03-03 17:00:00,66.69,57.7,15.1,69.7,5.32,1018.2,17,0.0133
2020-03-03 18:00:00,0.0,57.6,12.9,74.7,2.75,1012.6,18,0.0
2020-03-03 19:00:00,0.0,55.1,6.9,80.9,3.44,1009.5,19,0.0
2020-03-03 20:00:00,0.0,56.2,8.3,78.4,1.77,1021.4,20,0.0
2020-03-03 21:00:00,0.0,52.6,11.8,70.7,3.62,1006.9,21,0.0
2020-03-03 22:00:00,0.0,44.3,6.9,88.2,2.5,1007.3,22,0.0
2020-03-03 23:00:00,0.0,41.2,3.7,78.3,1.91,1015.3,23,0.0
2020-03-04 00:00:00,0.0,39.4,7.9,80.7,2.71,1019.5,0,0.0
2020-03-04 01:00:00,0.0,37.9,5.5,79.8,2.53,1013.8,1,0.0
2020-03-04 02:00:00,0.0,39.2,7.0,88.4,2.67,1017.0,2,0.0
2020-03-04 03:00:00,0.0,47.1,5.9,76.4,3.95,1005.0,3,0.0
2020-03-04 04:00:00,0.0,49.9,6.7,76.3,2.21,1011.0,4,0.0
2020-03-04 05:00:00,0.0,54.2,7.3,74.4,4.74,1005.5,5,0.0
2020-03-04 06:00:00,0.0,54.8,8.9,79.0,1.67,1016.1,6,0.0
2020-03-04 07:00:00,74.67,53.0,12.5,66.2,5.12,1006.8,7,0.0149
2020-03-04 08:00:00,147.11,52.0,11.8,71.5,2.48,1007.9,8,0.0294
2020-03-04 09:00:00,212.12,51.1,9.3,66.2,3.5,1015.1,9,0.0424
2020-03-04 10:00:00,270.87,49.0,13.5,73.0,3.01,1017.2,10,0.0542
2020-03-04 11:00:00,325.98,45.0,15.6,66.8,3.16,1012.4,11,0.0652
2020-03-04 12:00:00,359.22,41.4,16.5,60.8,4.3,1015.3,12,0.0718
2020-03-04 13:00:00,346.27,41.5,14.5,76.0,5.0,1015.2,13,0.0693
2020-03-04 14:00:00,306.37,42.3,17.1,61.0,4.69,1012.1,14,0.0613
2020-03-04 15:00:00,243.63,43.8,16.6,72.2,3.1,1008.6,15,0.0487
2020-03-04 16:00:00,161.7,47.3,18.5,62.3,3.68,1015.3,16,0.0323
2020-03-04 17:00:00,73.27,53.8,12.7,80.7,2.72,1015.5,17,0.0147
2020-03-04 18:00:00,0.0,54.5,12.1,77.3,2.01,1016.6,18,0.0
2020-03-04 19:00:00,0.0,56.0,11.2,69.6,1.85,1014.2,19,0.0
2020-03-04 20:00:00,0.0,54.3,9.6,71.9,2.56,1008.3,20,0.0
2020-03-04 21:00:00,0.0,52.0,7.7,81.8,3.25,1015.8,21,0.0
2020-03-04 22:00:00,0.0,43.5,3.7,82.3,1.09,1013.0,22,0.0
2020-03-04 23:00:00,0.0,35.1,6.1,79.8,2.95,1011.1,23,0.0
2020-03-05 00:00:00,0.0,30.2,6.7,86.4,4.52,1011.8,0,0.0
2020-03-05 01:00:00,0.0,27.9,4.9,78.4,4.12,1010.2,1,0.0
2020-03-05 02:00:00,0.0,29.8,8.3,78.5,2.41,1016.6,2,0.0
2020-03-05 03:00:00,0.0,32.9,5.6,86.0,1.6,1007.3,3,0.0
2020-03-05 04:00:00,0.0,37.2,8.0,82.4,3.46,1009.0,4,0.0
2020-03-05 05:00:00,0.0,47.7,7.3,78.5,0.68,1011.7,5,0.0
2020-03-05 06:00:00,0.0,50.2,9.2,75.6,4.11,1019.5,6,0.0
2020-03-05 07:00:00,77.38,51.6,9.6,67.9,3.29,1017.2,7,0.0155
2020-03-05 08:00:00,149.84,51.5,12.5,67.8,5.33,1006.4,8,0.03
2020-03-05 09:00:00,208.89,52.2,11.8,75.4,1.77,1018.4,9,0.0418
2020-03-05 10:00:00,303.96,43.2,13.7,70.9,4.42,1018.4,10,0.0608
2020-03-05 11:00:00,338.61,43.2,14.5,71.0,3.4,1008.3,11,0.0677
2020-03-05 12:00:00,348.02,43.6,14.3,76.0,3.17,1002.9,12,0.0696
2020-03-05 13:00:00,355.1,40.5,15.9,63.0,2.13,1012.7,13,0.071
2020-03-05 14:00:00,304.68,43.0,18.8,64.3,4.1,1017.5,14,0.0609
2020-03-05 15:00:00,228.02,47.8,14.9,71.1,4.18,1019.4,15,0.0456
2020-03-05 16:00:00,164.39,46.8,15.4,66.0,5.29,1009.5,16,0.0329
2020-03-05 17:00:00,99.71,37.6,15.9,76.2,4.51,1020.0,17,0.0199
2020-03-05 18:00:00,0.0,44.8,14.6,75.0,2.41,1004.1,18,0.0
2020-03-05 19:00:00,0.0,41.0,11.8,75.4,2.0,1011.5,19,0.0
2020-03-05 20:00:00,0.0,40.9,6.9,88.8,1.63,1011.3,20,0.0
2020-03-05 21:00:00,0.0,43.4,9.9,68.6,4.47,1017.6,21,0.0
2020-03-05 22:00:00,0.0,55.6,4.6,82.5,2.22,1018.2,22,0.0
2020-03-05 23:00:00,0.0,54.3,9.1,78.9,4.48,1016.8,23,0.0
2020-03-06 00:00:00,0.0,52.4,6.5,75.7,3.53,1007.6,0,0.0
2020-03-06 01:00:00,0.0,52.2,7.2,80.9,3.33,1016.5,1,0.0
2020-03-06 02:00:00,0.0,53.0,4.2,77.5,2.69,1015.0,2,0.0
2020-03-06 03:00:00,0.0,52.0,3.4,87.4,3.66,1006.3,3,0.0
2020-03-06 04:00:00,0.0,56.3,6.6,85.4,2.98,1004.7,4,0.0
2020-03-06 05:00:00,0.0,61.8,7.0,81.0,2.63,1017.2,5,0.0
2020-03-06 06:00:00,0.0,66.9,7.3,70.0,3.7,1012.3,6,0.0
2020-03-06 07:00:00,62.29,61.3,9.4,71.9,3.36,1007.9,7,0.0125
2020-03-06 08:00:00,145.21,53.3,14.7,73.2,2.7,1012.2,8,0.029
2020-03-06 09:00:00,236.35,46.3,13.1,72.4,4.1,1014.5,9,0.0473
2020-03-06 10:00:00,305.56,43.3,14.6,57.0,3.44,1012.7,10,0.0611
2020-03-06 11:00:00,409.05,31.9,15.4,75.8,3.99,1006.8,11,0.0818
2020-03-06 12:00:00,378.1,39.2,17.1,68.2,3.05,1020.5,12,0.0756
2020-03-06 13:00:00,355.19,40.9,15.1,65.8,2.29,1017.0,13,0.071
2020-03-06 14:00:00,330.18,38.7,12.5,78.0,5.24,1011.7,14,0.066
2020-03-06 15:00:00,280.6,36.2,15.1,66.5,5.05,1011.8,15,0.0561
2020-03-06 16:00:00,177.39,43.0,16.1,65.3,4.38,1014.4,16,0.0355
2020-03-06 17:00:00,90.52,43.8,12.6,74.7,3.11,1008.5,17,0.0181
2020-03-06 18:00:00,0.0,52.6,12.8,81.6,2.7,1014.3,18,0.0
2020-03-06 19:00:00,0.0,70.2,10.8,83.2,4.38,1007.7,19,0.0
2020-03-06 20:00:00,0.0,75.9,12.8,74.5,2.65,1012.7,20,0.0
2020-03-06 21:00:00,0.0,70.7,10.4,77.9,2.37,1008.3,21,0.0
2020-03-06 22:00:00,0.0,58.8,9.0,81.2,4.87,1008.5,22,0.0
2020-03-06 23:00:00,0.0,51.9,7.9,72.2,2.95,1019.6,23,0.0
2020-03-07 00:00:00,0.0,37.0,6.3,83.7,4.77,1013.2,0,0.0
2020-03-07 01:00:00,0.0,33.7,6.1,77.0,1.6,1013.8,1,0.0
2020-03-07 02:00:00,0.0,35.2,3.9,85.0,3.52,1005.0,2,0.0
2020-03-07 03:00:00,0.0,43.1,2.6,83.8,5.07,1010.6,3,0.0
2020-03-07 04:00:00,0.0,46.3,6.6,82.7,3.03,1014.8,4,0.0
2020-03-07 05:00:00,0.0,50.2,7.6,79.5,2.74,1013.8,5,0.0
2020-03-07 06:00:00,0.0,51.2,10.0,60.7,1.83,1004.4,6,0.0
2020-03-07 07:00:00,81.79,49.6,11.7,74.9,4.58,1013.8,7,0.0164
2020-03-07 08:00:00,177.21,43.4,13.0,75.6,2.73,1014.5,8,0.0354
2020-03-07 09:00:00,278.12,37.2,10.5,77.7,3.41,1018.1,9,0.0556
2020-03-07 10:00:00,345.2,36.4,12.6,72.4,2.27,1010.4,10,0.069
2020-03-07 11:00:00,338.39,44.1,14.9,78.3,5.06,1004.0,11,0.0677
2020-03-07 12:00:00,321.12,48.7,18.8,67.0,4.65,1009.0,12,0.0642
2020-03-07 13:00:00,245.86,59.4,17.7,69.0,3.47,1008.6,13,0.0492
2020-03-07 14:00:00,220.72,59.3,17.3,72.4,2.35,1015.9,14,0.0441
2020-03-07 15:00:00,200.26,54.8,14.9,72.0,5.04,1002.1,15,0.0401
2020-03-07 16:00:00,175.84,43.9,13.7,67.1,3.13,1011.2,16,0.0352
2020-03-07 17:00:00,96.57,40.4,15.4,57.4,2.39,1018.7,17,0.0193
2020-03-07 18:00:00,0.0,45.0,11.5,71.8,1.24,1013.0,18,0.0
2020-03-07 19:00:00,0.0,43.7,11.6,77.9,2.35,1016.6,19,0.0
2020-03-07 20:00:00,0.0,51.8,10.5,73.7,1.55,1006.4,20,0.0
2020-03-07 21:00:00,0.0,52.1,11.8,77.9,2.38,1006.6,21,0.0
2020-03-07 22:00:00,0.0,58.7,7.6,79.6,3.74,1018.7,22,0.0
2020-03-07 23:00:00,0.0,51.7,3.5,90.3,2.62,1013.4,23,0.0
2020-03-08 00:00:00,0.0,54.4,7.2,77.9,3.36,1013.4,0,0.0
2020-03-08 01:00:00,0.0,50.9,4.9,84.5,2.28,1008.5,1,0.0
2020-03-08 02:00:00,0.0,51.9,5.8,83.6,3.07,1013.4,2,0.0
2020-03-08 03:00:00,0.0,49.9,5.8,88.6,4.92,1008.4,3,0.0
2020-03-08 04:00:00,0.0,46.6,6.0,72.3,2.65,1017.7,4,0.0
2020-03-08 05:00:00,0.0,42.3,8.4,75.6,3.38,1023.9,5,0.0
2020-03-08 06:00:00,0.0,37.3,6.0,85.1,1.43,1014.9,6,0.0
2020-03-08 07:00:00,96.91,40.6,8.7,85.3,5.02,1010.5,7,0.0194
2020-03-08 08:00:00,172.92,45.2,11.8,75.1,3.02,1002.9,8,0.0346
2020-03-08 09:00:00,233.57,47.6,11.1,73.2,4.55,1006.3,9,0.0467
2020-03-08 10:00:00,261.88,52.1,10.9,78.8,3.38,1019.2,10,0.0524
2020-03-08 11:00:00,253.97,58.3,15.3,74.0,4.11,1008.9,11,0.0508
2020-03-08 12:00:00,234.34,62.8,16.8,66.1,4.17,1011.5,12,0.0469
2020-03-08 13:00:00,259.49,57.4,15.5,71.0,3.05,1015.6,13,0.0519
2020-03-08 14:00:00,245.13,55.1,12.8,78.5,4.59,1018.9,14,0.049
2020-03-08 15:00:00,178.29,60.0,16.7,77.5,2.74,1012.2,15,0.0357
2020-03-08 16:00:00,124.27,60.6,12.6,76.6,4.28,1011.4,16,0.0249
2020-03-08 17:00:00,62.83,61.5,14.8,70.5,3.11,1013.3,17,0.0126
2020-03-08 18:00:00,0.0,61.4,11.9,73.4,3.35,1010.5,18,0.0
2020-03-08 19:00:00,0.0,58.1,10.3,78.4,2.54,1010.7,19,0.0
2020-03-08 20:00:00,0.0,48.2,10.1,75.3,3.05,1014.6,20,0.0
2020-03-08 21:00:00,0.0,53.1,9.2,77.9,1.93,1013.7,21,0.0
2020-03-08 22:00:00,0.0,53.9,7.3,74.0,3.25,1021.5,22,0.0
2020-03-08 23:00:00,0.0,52.4,8.1,84.8,3.04,1014.8,23,0.0
2020-03-09 00:00:00,0.0,55.8,5.9,75.3,2.46,1017.6,0,0.0
2020-03-09 01:00:00,0.0,67.1,7.5,76.8,2.94,1008.7,1,0.0
2020-03-09 02:00:00,0.0,56.1,6.3,81.0,3.13,1015.1,2,0.0
2020-03-09 03:00:00,0.0,45.6,5.0,92.0,2.38,1010.1,3,0.0
2020-03-09 04:00:00,0.0,48.9,5.3,79.6,2.87,1014.6,4,0.0
2020-03-09 05:00:00,0.0,48.8,4.9,78.9,1.99,1015.8,5,0.0
2020-03-09 06:00:00,0.0,43.0,8.8,74.7,5.35,1013.2,6,0.0
2020-03-09 07:00:00,87.55,46.7,9.1,85.5,4.56,1022.6,7,0.0175
2020-03-09 08:00:00,153.48,51.7,7.3,65.2,3.77,1018.7,8,0.0307
2020-03-09 09:00:00,203.33,54.7,11.4,69.4,4.67,1017.7,9,0.0407
2020-03-09 10:00:00,238.35,56.7,12.0,87.3,1.52,1016.1,10,0.0477
2020-03-09 11:00:00,249.92,59.3,16.8,70.9,0.94,1020.1,11,0.05
2020-03-09 12:00:00,306.67,51.7,12.7,67.3,3.1,1007.3,12,0.0613
2020-03-09 13:00:00,305.7,50.2,13.5,71.6,2.12,1018.5,13,0.0611
2020-03-09 14:00:00,323.61,41.2,17.5,67.3,3.26,1009.0,14,0.0647
2020-03-09 15:00:00,287.75,35.9,17.7,71.0,3.71,1010.7,15,0.0575
2020-03-09 16:00:00,222.8,29.8,14.1,80.3,4.42,1015.2,16,0.0446
2020-03-09 17:00:00,104.05,36.7,13.5,73.8,2.36,1017.9,17,0.0208
2020-03-09 18:00:00,0.0,40.6,14.3,68.2,3.4,1008.4,18,0.0
2020-03-09 19:00:00,0.0,38.6,8.7,81.5,3.01,1010.9,19,0.0
2020-03-09 20:00:00,0.0,43.6,8.1,74.8,3.35,1013.4,20,0.0
2020-03-09 21:00:00,0.0,45.2,9.2,71.9,2.48,1012.3,21,0.0
2020-03-09 22:00:00,0.0,45.2,10.7,66.4,4.38,1016.4,22,0.0
2020-03-09 23:00:00,0.0,45.6,6.7,72.2,2.9,1026.7,23,0.0
2020-03-10 00:00:00,0.0,53.0,6.8,75.4,4.77,1014.7,0,0.0
2020-03-10 01:00:00,0.0,58.3,7.9,72.7,2.21,1010.1,1,0.0
2020-03-10 02:00:00,0.0,59.6,9.1,78.6,3.74,1007.8,2,0.0
2020-03-10 03:00:00,0.0,58.1,5.3,75.7,2.94,1011.7,3,0.0
2020-03-10 04:00:00,0.0,53.2,6.6,64.4,2.67,1009.2,4,0.0
2020-03-10 05:00:00,0.0,52.0,10.2,70.6,3.63,1014.9,5,0.0
2020-03-10 06:00:00,0.0,47.4,6.2,78.2,2.7,1014.8,6,0.0
2020-03-10 07:00:00,93.26,43.7,11.2,71.5,0.84,1011.1,7,0.0187
2020-03-10 08:00:00,170.11,46.8,9.5,84.3,0.44,1020.9,8,0.034
2020-03-10 09:00:00,232.39,48.6,12.4,70.0,4.77,1010.1,9,0.0465
2020-03-10 10:00:00,234.21,57.7,13.1,76.7,4.73,1012.5,10,0.0468
2020-03-10 11:00:00,219.22,64.5,13.1,72.2,5.39,1015.6,11,0.0438
2020-03-10 12:00:00,221.04,65.4,13.8,71.2,3.48,1016.6,12,0.0442
2020-03-10 13:00:00,222.84,63.9,16.2,64.4,2.21,1018.1,13,0.0446
2020-03-10 14:00:00,237.27,57.2,17.5,66.8,3.08,1014.7,14,0.0475
2020-03-10 15:00:00,249.96,44.7,15.6,65.5,3.51,1017.2,15,0.05
2020-03-10 16:00:00,196.72,38.5,15.4,70.4,2.49,1010.3,16,0.0393
2020-03-10 17:00:00,88.2,46.7,15.4,68.4,5.15,1016.7,17,0.0176
2020-03-10 18:00:00,0.0,45.0,12.0,68.9,5.24,1016.6,18,0.0
2020-03-10 19:00:00,0.0,48.2,13.4,76.9,3.48,1019.1,19,0.0
2020-03-10 20:00:00,0.0,42.0,12.2,75.5,2.99,1006.3,20,0.0
2020-03-10 21:00:00,0.0,40.1,13.6,69.5,1.71,1009.4,21,0.0
2020-03-10 22:00:00,0.0,31.0,7.9,79.2,4.55,1016.3,22,0.0
2020-03-10 23:00:00,0.0,31.8,6.8,79.5,3.08,1002.4,23,0.0
2020-03-11 00:00:00,0.0,30.9,7.9,74.2,2.71,1015.0,0,0.0
2020-03-11 01:00:00,0.0,39.1,7.5,79.4,3.48,1017.2,1,0.0
2020-03-11 02:00:00,0.0,32.7,5.3,78.6,2.41,1010.7,2,0.0
2020-03-11 03:00:00,0.0,31.1,5.7,76.5,3.15,1011.3,3,0.0
2020-03-11 04:00:00,0.0,41.7,7.6,70.8,1.56,1008.7,4,0.0
2020-03-11 05:00:00,0.0,40.1,6.3,78.7,4.09,1010.9,5,0.0
2020-03-11 06:00:00,0.0,36.1,8.0,81.3,2.9,1011.0,6,0.0
2020-03-11 07:00:00,82.57,50.5,9.9,72.6,4.66,1010.3,7,0.0165
2020-03-11 08:00:00,103.2,67.9,12.6,85.5,3.3,1010.0,8,0.0206
2020-03-11 09:00:00,206.07,54.7,11.5,78.7,3.36,1011.9,9,0.0412
2020-03-11 10:00:00,231.88,58.4,10.8,81.5,2.29,1011.9,10,0.0464
2020-03-11 11:00:00,222.84,64.2,11.8,77.9,4.26,1020.5,11,0.0446
2020-03-11 12:00:00,233.49,63.7,13.5,81.0,2.62,1011.4,12,0.0467
2020-03-11 13:00:00,322.36,48.2,14.0,67.3,3.01,1014.4,13,0.0645
2020-03-11 14:00:00,268.36,51.9,15.9,56.2,3.5,1010.7,14,0.0537
2020-03-11 15:00:00,198.25,56.5,14.1,68.8,3.62,1010.6,15,0.0396
2020-03-11 16:00:00,138.98,56.8,14.4,73.6,1.79,1006.2,16,0.0278
2020-03-11 17:00:00,85.98,48.4,13.5,72.6,3.27,1006.7,17,0.0172
2020-03-11 18:00:00,0.0,51.8,12.9,73.9,3.8,1008.2,18,0.0
2020-03-11 19:00:00,0.0,47.3,14.4,77.4,2.62,1013.7,19,0.0
2020-03-11 20:00:00,0.0,43.2,12.1,75.4,2.78,1017.3,20,0.0
2020-03-11 21:00:00,0.0,40.4,9.8,80.2,3.16,1005.9,21,0.0
2020-03-11 22:00:00,0.0,42.9,7.9,73.8,2.87,1010.8,22,0.0
2020-03-11 23:00:00,0.0,41.2,6.9,74.3,1.97,1007.5,23,0.0
2020-03-12 00:00:00,0.0,48.6,7.4,87.3,2.96,1011.9,0,0.0
2020-03-12 01:00:00,0.0,53.6,7.3,79.8,3.99,1017.3,1,0.0
2020-03-12 02:00:00,0.0,55.3,4.8,79.1,1.95,1011.2,2,0.0
2020-03-12 03:00:00,0.0,55.7,6.4,77.2,2.63,1012.8,3,0.0
2020-03-12 04:00:00,0.0,58.2,3.8,80.2,1.62,1018.8,4,0.0
2020-03-12 05:00:00,0.0,56.3,8.0,74.9,3.94,1014.8,5,0.0
2020-03-12 06:00:00,0.0,49.4,9.9,69.8,2.91,1010.0,6,0.0
2020-03-12 07:00:00,83.9,50.0,9.5,69.1,2.65,1013.6,7,0.0168
2020-03-12 08:00:00,167.91,48.2,13.9,70.3,3.59,1009.7,8,0.0336
2020-03-12 09:00:00,200.05,56.4,11.2,71.6,2.3,1014.7,9,0.04
2020-03-12 10:00:00,209.68,62.7,14.0,76.7,2.47,1015.1,10,0.0419
2020-03-12 11:00:00,206.13,67.1,14.7,71.9,2.04,1007.5,11,0.0412
2020-03-12 12:00:00,241.39,62.8,15.4,70.9,2.43,1013.7,12,0.0483
2020-03-12 13:00:00,258.6,58.7,15.9,65.3,4.86,1012.5,13,0.0517
2020-03-12 14:00:00,252.11,55.1,16.4,67.8,2.77,1015.2,14,0.0504
2020-03-12 15:00:00,229.88,49.9,17.3,69.1,3.97,1016.3,15,0.046
2020-03-12 16:00:00,161.33,50.2,17.6,70.5,2.66,1014.9,16,0.0323
2020-03-12 17:00:00,90.1,46.3,14.7,69.9,4.26,1011.8,17,0.018
2020-03-12 18:00:00,0.0,54.5,14.9,75.5,1.97,1016.7,18,0.0
2020-03-12 19:00:00,0.0,51.5,11.5,74.3,3.04,1009.5,19,0.0
2020-03-12 20:00:00,0.0,46.0,12.4,77.2,3.05,1007.7,20,0.0
2020-03-12 21:00:00,0.0,42.2,8.8,75.1,5.33,1000.2,21,0.0
2020-03-12 22:00:00,0.0,50.3,10.3,66.6,3.63,1012.7,22,0.0
2020-03-12 23:00:00,0.0,46.8,11.0,76.2,2.41,1009.7,23,0.0
2020-03-13 00:00:00,0.0,43.8,6.8,83.5,3.69,1014.6,0,0.0
2020-03-13 01:00:00,0.0,47.8,3.2,87.1,5.14,1005.1,1,0.0
2020-03-13 02:00:00,0.0,48.7,5.5,83.5,1.37,1010.4,2,0.0
2020-03-13 03:00:00,0.0,48.2,8.3,76.3,2.16,1014.9,3,0.0
2020-03-13 04:00:00,0.0,53.9,7.8,74.6,2.76,1008.9,4,0.0
2020-03-13 05:00:00,0.0,44.8,8.2,81.0,2.58,1014.6,5,0.0
2020-03-13 06:00:00,0.0,44.3,10.3,77.8,2.67,1010.8,6,0.0
2020-03-13 07:00:00,91.25,46.0,10.8,72.3,2.2,1012.9,7,0.0182
2020-03-13 08:00:00,174.41,46.6,13.1,77.8,4.9,1015.4,8,0.0349
2020-03-13 09:00:00,280.68,39.2,14.0,66.8,2.08,1016.8,9,0.0561
2020-03-13 10:00:00,325.45,42.4,16.1,65.8,3.3,1013.4,10,0.0651
2020-03-13 11:00:00,348.75,44.7,15.4,77.7,4.55,1009.7,11,0.0697
2020-03-13 12:00:00,320.56,50.9,17.0,72.0,3.47,1011.2,12,0.0641
2020-03-13 13:00:00,355.79,43.6,15.7,67.4,2.52,1015.5,13,0.0712
2020-03-13 14:00:00,291.05,48.5,15.4,71.0,2.15,1008.9,14,0.0582
2020-03-13 15:00:00,211.27,54.2,18.7,66.4,3.27,1012.3,15,0.0423
2020-03-13 16:00:00,154.47,52.7,16.0,55.1,2.74,1011.5,16,0.0309
2020-03-13 17:00:00,98.75,41.5,16.1,64.2,3.71,1012.6,17,0.0197
2020-03-13 18:00:00,0.0,46.3,14.0,71.0,1.6,1009.0,18,0.0
2020-03-13 19:00:00,0.0,48.1,11.7,72.2,3.81,1005.6,19,0.0
2020-03-13 20:00:00,0.0,51.7,11.3,75.7,3.12,1015.1,20,0.0
2020-03-13 21:00:00,0.0,58.9,12.2,79.1,3.19,1016.9,21,0.0
2020-03-13 22:00:00,0.0,67.8,9.7,74.8,4.44,1005.8,22,0.0
2020-03-13 23:00:00,0.0,70.9,5.2,76.5,2.56,1014.5,23,0.0
2020-03-14 00:00:00,0.0,72.7,6.8,81.5,2.27,1017.3,0,0.0
